Tipo Titulo;Data Vencimento;Data Base;Taxa Compra Manha;Taxa Venda Manha;PU Compra Manha;PU Venda Manha;PU Base Manha
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;29/01/2021;3,4;3,52;4485,67;4432,52;4430,62
;;;;;;;
Tesouro IPCA+;15/05/2045;29/01/2021;3,58;3,7;1472,27;1431,58;1430,96
;;;;;;;
Tesouro IPCA+;15/05/2035;29/01/2021;3,58;3,7;2090,85;2056,68;2055,78
Tesouro IGPM+ com Juros Semestrais;01/01/2031;29/01/2021;3,06;3,18;9103,52;9029,51;9006,45
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2031;29/01/2021;7,63;7,75;1167,03;1158,28;1157,94
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2029;29/01/2021;7,32;7,44;1162,86;1155,35;1155,02
Tesouro Prefixado com Juros Semestrais;01/01/2027;29/01/2021;6,88;7;1153,03;1146,98;1146,68
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;28/01/2021;3,52;3,64;4430,62;4378,3;4377,26
Tesouro IPCA+ com Juros Semestrais;15/08/2050;28/01/2021;4,06;4,18;4673,95;4589,56;4588,37
Tesouro IPCA+ com Juros Semestrais;15/08/2030;28/01/2021;3,26;3,38;4298,98;4261,89;4260,92
Tesouro IPCA+ com Juros Semestrais;15/05/2055;28/01/2021;4,08;4,2;4695,08;4602,83;4601,63
Tesouro IPCA+ com Juros Semestrais;15/08/2040;28/01/2021;3,86;3,98;4533,62;4468,75;4467,63
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;28/01/2021;4,05;4,17;4512,01;4438,1;4436,95
;;;;;;;
Tesouro IPCA+;15/05/2045;28/01/2021;3,7;3,82;1430,96;1391,45;1391,11
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2035;28/01/2021;3,7;3,82;2055,78;2022,21;2021,71
Tesouro IGPM+ com Juros Semestrais;01/01/2031;28/01/2021;3,2;3,32;8994,22;8921,31;8912,83
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;28/01/2021;7,03;7,15;1145,17;1139,18;1138,87
Tesouro Prefixado com Juros Semestrais;01/01/2029;28/01/2021;7,46;7,58;1153,77;1146,33;1146
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2031;28/01/2021;7,75;7,87;1157,94;1149,28;1148,93
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;27/01/2021;3,56;3,68;4412,05;4359,99;4358,95
Tesouro IPCA+ com Juros Semestrais;15/08/2040;27/01/2021;3,88;4;4521,6;4456,94;4455,82
Tesouro IPCA+ com Juros Semestrais;15/08/2050;27/01/2021;4,09;4,21;4651,45;4567,63;4566,44
Tesouro IPCA+ com Juros Semestrais;15/08/2030;27/01/2021;3,29;3,41;4288,7;4251,71;4250,73
Tesouro IPCA+ com Juros Semestrais;15/05/2055;27/01/2021;4,1;4,22;4678,31;4586,52;4585,33
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;27/01/2021;4,09;4,21;4486,03;4412,7;4411,55
;;;;;;;
Tesouro IPCA+;15/05/2035;27/01/2021;3,74;3,86;2044,03;2010,65;2010,15
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;27/01/2021;3,74;3,86;1417,32;1378,19;1377,85
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;27/01/2021;3,23;3,35;8942,28;8869,81;8862,29
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2029;27/01/2021;7,52;7,64;1149,71;1142,3;1141,97
Tesouro Prefixado com Juros Semestrais;01/01/2031;27/01/2021;7,84;7,96;1151,09;1142,5;1142,15
Tesouro Prefixado com Juros Semestrais;01/01/2027;27/01/2021;7,09;7,21;1141,86;1135,89;1135,57
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;26/01/2021;3,53;3,65;4423,65;4371,38;4370,38
Tesouro IPCA+;15/05/2035;27/09/2021;4,85;4,97;1921,15;1890,56;1890,56
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;27/09/2021;4,73;4,85;9164,78;9097,25;9097,25
Tesouro Prefixado com Juros Semestrais;01/01/2031;27/09/2021;10,95;11,07;972,84;966,1;966,1
Tesouro Prefixado com Juros Semestrais;01/01/2027;27/09/2021;10,43;10,55;1007,72;1002,82;1002,82
Tesouro Prefixado com Juros Semestrais;01/01/2029;27/09/2021;10,71;10,83;991,16;985,21;985,21
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Selic;01/03/2027;24/09/2021;0,29;0,3;10853,63;10845,03;10845,03
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2055;24/09/2021;4,98;5,1;4337,07;4254,48;4254,48
Tesouro IPCA+ com Juros Semestrais;15/08/2040;24/09/2021;4,91;5,03;4161,35;4100,02;4100,02
Tesouro IPCA+ com Juros Semestrais;15/08/2050;24/09/2021;4,94;5,06;4268,63;4191,09;4191,09
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;24/09/2021;4,81;4,93;4160,54;4110,43;4110,43
Tesouro IPCA+ com Juros Semestrais;15/08/2030;24/09/2021;4,77;4,89;3997,98;3961,18;3961,18
Tesouro IPCA+ com Juros Semestrais;15/05/2045;24/09/2021;4,92;5,04;4277,93;4207,9;4207,9
;;;;;;;
Tesouro IPCA+;15/05/2035;24/09/2021;4,86;4,98;1917,67;1885,89;1885,89
Tesouro IPCA+;15/05/2045;24/09/2021;4,86;4,98;1194,67;1161,54;1161,54
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;24/09/2021;4,74;4,86;9158,88;9094,16;9094,16
Tesouro Prefixado com Juros Semestrais;01/01/2029;24/09/2021;10,66;10,78;993,09;987,11;987,11
Tesouro Prefixado com Juros Semestrais;01/01/2031;24/09/2021;10,93;11,05;973,5;966,75;966,75
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;24/09/2021;10,36;10,48;1009,97;1005,05;1005,05
;;;;;;;
Tesouro Selic;01/03/2027;23/09/2021;0,29;0,3;10850,92;10842,34;10842,34
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2055;23/09/2021;4,84;4,96;4425,22;4342,83;4342,83
Tesouro IPCA+ com Juros Semestrais;15/05/2045;23/09/2021;4,79;4,91;4345,01;4276,17;4276,17
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;23/09/2021;4,8;4,92;4350,64;4273,66;4273,66
Tesouro IPCA+ com Juros Semestrais;15/08/2040;23/09/2021;4,77;4,89;4223,69;4163,82;4163,82
Tesouro IPCA+ com Juros Semestrais;15/08/2030;23/09/2021;4,61;4,73;4036,67;4002,04;4002,04
Tesouro IPCA+ com Juros Semestrais;15/05/2035;23/09/2021;4,65;4,77;4217,04;4168,76;4168,76
;;;;;;;
Tesouro IPCA+;15/05/2045;23/09/2021;4,7;4,82;1236,98;1203,42;1203,42
Tesouro IPCA+;15/05/2035;23/09/2021;4,7;4,82;1955,58;1924,39;1924,39
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;23/09/2021;4,58;4,7;9252,19;9183,73;9183,73
Tesouro Prefixado com Juros Semestrais;01/01/2031;23/09/2021;10,6;10,72;990,87;983,96;983,96
Tesouro Prefixado com Juros Semestrais;01/01/2027;23/09/2021;10,1;10,22;1019,47;1014,49;1014,49
Tesouro Prefixado com Juros Semestrais;01/01/2029;23/09/2021;10,37;10,49;1006,35;1000,27;1000,27
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Selic;01/03/2027;22/09/2021;0,29;0,3;10848,23;10840,05;10840,05
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;22/09/2021;4,66;4,78;4211,02;4162,81;4162,81
Tesouro IPCA+ com Juros Semestrais;15/08/2050;22/09/2021;4,83;4,95;4329,53;4253,07;4253,07
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2055;22/09/2021;4,87;4,99;4402,69;4320,91;4320,91
Tesouro IPCA+ com Juros Semestrais;15/05/2045;22/09/2021;4,82;4,94;4325,98;4257,54;4257,54
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2040;22/09/2021;4,79;4,91;4211,82;4152,15;4152,15
Tesouro IPCA+ com Juros Semestrais;15/08/2030;22/09/2021;4,62;4,74;4031,89;3997,29;3997,29
Tesouro IPCA+;15/05/2035;22/09/2021;4,71;4,83;1952,05;1920,9;1920,9
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;22/09/2021;4,71;4,83;1233,57;1200,1;1200,1
Tesouro IGPM+ com Juros Semestrais;01/01/2031;22/09/2021;4,59;4,71;9246,25;9177,82;9177,82
Tesouro Prefixado com Juros Semestrais;01/01/2031;22/09/2021;10,75;10,87;982,34;975,5;975,5
Tesouro Prefixado com Juros Semestrais;01/01/2027;22/09/2021;10,19;10,31;1015,64;1010,68;1010,68
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2029;22/09/2021;10,48;10,6;1000,74;994,7;994,7
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Selic;01/03/2027;21/09/2021;0,29;0,3;10845,95;10837,77;10837,77
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Selic;01/03/2027;05/07/2021;0,3;0,31;10721,63;10715,61;10713,71
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;05/07/2021;4,33;4,45;4621,29;4539,84;4538,18
Tesouro IPCA+ com Juros Semestrais;15/08/2040;05/07/2021;4,23;4,35;4461,88;4399,79;4398,2
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2055;05/07/2021;4,37;4,49;4612,14;4523,97;4522,31
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;05/07/2021;4,04;4,16;4324,68;4275,34;4273,82
Tesouro IPCA+ com Juros Semestrais;15/05/2045;05/07/2021;4,31;4,43;4481,64;4409,81;4408,2
Tesouro IPCA+ com Juros Semestrais;15/08/2030;05/07/2021;3,99;4,11;4186,01;4151,6;4150,14
Tesouro IPCA+;15/05/2045;05/07/2021;4,11;4,23;1369,29;1332,27;1331,8
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2035;05/07/2021;4,11;4,23;2046,13;2013,83;2013,11
Tesouro IGPM+ com Juros Semestrais;01/01/2031;05/07/2021;3,94;4,06;9445,46;9372,31;9370,05
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;05/07/2021;8,64;8,76;1057,64;1052,52;1052,17
Tesouro Prefixado com Juros Semestrais;01/01/2029;05/07/2021;8,89;9,01;1059,79;1053,36;1053
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2031;05/07/2021;9,19;9,31;1051,25;1043,83;1043,46
Tesouro Selic;01/03/2027;02/07/2021;0,3;0,31;10719,24;10713,21;10711,31
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2040;02/07/2021;4,24;4,36;4455,07;4393,08;4389,8
Tesouro IPCA+ com Juros Semestrais;15/05/2055;02/07/2021;4,39;4,51;4595,59;4507,86;4504,47
Tesouro IPCA+ com Juros Semestrais;15/05/2045;02/07/2021;4,32;4,44;4473,97;4402,29;4398,99
Tesouro IPCA+ com Juros Semestrais;15/08/2050;02/07/2021;4,35;4,47;4605,89;4524,82;4521,42
Tesouro IPCA+ com Juros Semestrais;15/05/2035;02/07/2021;4,06;4,18;4314,89;4265,67;4262,51
Tesouro IPCA+ com Juros Semestrais;15/08/2030;02/07/2021;4,01;4,13;4178,79;4144,44;4141,38
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;02/07/2021;4,13;4,25;1362,56;1325,73;1324,75
;;;;;;;
Tesouro IPCA+;15/05/2035;02/07/2021;4,13;4,25;2039,99;2007,78;2006,29
Tesouro IGPM+ com Juros Semestrais;01/01/2031;02/07/2021;3,97;4,09;9424,86;9351,88;9348,04
Tesouro Prefixado com Juros Semestrais;01/01/2031;02/07/2021;9,16;9,28;1052,75;1045,31;1044,94
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;02/07/2021;8,65;8,77;1056,87;1051,74;1051,39
Tesouro Prefixado com Juros Semestrais;01/01/2029;02/07/2021;8,87;8,99;1060,51;1054,07;1053,71
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Selic;01/03/2027;01/07/2021;0,3;0,31;10716,42;10710,39;10708,49
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2055;01/07/2021;4,42;4,54;4569,99;4482,95;4481,3
Tesouro IPCA+ com Juros Semestrais;15/05/2045;01/07/2021;4,35;4,47;4452,57;4381,34;4379,73
Tesouro IPCA+ com Juros Semestrais;15/05/2035;01/07/2021;4,08;4,2;4303,46;4254,38;4252,87
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;01/07/2021;4,37;4,49;4588,8;4508,13;4506,47
Tesouro IPCA+ com Juros Semestrais;15/08/2040;01/07/2021;4,25;4,37;4446,55;4384,68;4383,09
Tesouro IPCA+ com Juros Semestrais;15/08/2030;01/07/2021;4,03;4,15;4169,97;4135,69;4134,22
Tesouro IPCA+;15/05/2035;01/07/2021;4,15;4,27;2033,07;2000,97;2000,26
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;01/07/2021;4,15;4,27;1355,35;1318,72;1318,24
Tesouro IGPM+ com Juros Semestrais;01/01/2031;01/07/2021;3,98;4,1;9414,92;9341,99;9339,72
Tesouro Prefixado com Juros Semestrais;01/01/2031;01/07/2021;9,12;9,24;1054,88;1047,42;1047,05
Tesouro Prefixado com Juros Semestrais;01/01/2027;01/07/2021;8,56;8,68;1060,39;1055,23;1054,88
;;;;;;;
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2029;01/07/2021;8,8;8,92;1063,93;1057,46;1057,1
Tesouro Selic;01/03/2027;30/06/2021;0,3;0,31;10713,11;10707,08;10705,18
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2055;30/06/2021;4,43;4,55;4560,97;4474,16;4472,51
Tesouro IPCA+ com Juros Semestrais;15/05/2045;30/06/2021;4,36;4,48;4444,96;4373,87;4372,26
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;30/06/2021;4,38;4,5;4580,33;4499,84;4498,19
Tesouro IPCA+ com Juros Semestrais;15/08/2040;30/06/2021;4,26;4,38;4439,76;4378;4376,41
Tesouro IPCA+ com Juros Semestrais;15/08/2030;30/06/2021;4,02;4,14;4171,39;4137,07;4135,6
Tesouro IPCA+ com Juros Semestrais;15/05/2055;13/04/2021;4,46;4,58;4534,44;4449,24;4447,13
Tesouro IPCA+ com Juros Semestrais;15/05/2045;13/04/2021;4,36;4,48;4443,52;4373,04;4370,97
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;13/04/2021;4,43;4,55;4438,57;4359,79;4357,72
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/04/2021;4,23;4,35;4351,37;4289,7;4287,69
Tesouro IPCA+ com Juros Semestrais;15/08/2030;13/04/2021;4;4,12;4081,56;4046,96;4045,1
Tesouro IPCA+ com Juros Semestrais;15/05/2035;13/04/2021;4,04;4,16;4322,82;4273,58;4271,61
;;;;;;;
Tesouro IPCA+;15/05/2045;13/04/2021;4,12;4,24;1332,64;1296,29;1295,69
Tesouro IPCA+;15/05/2035;13/04/2021;4,12;4,24;1993,28;1961,31;1960,4
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;13/04/2021;3,95;4,07;9155,91;9085,13;9080,71
Tesouro Prefixado com Juros Semestrais;01/01/2031;13/04/2021;9,49;9,61;1059,74;1052,39;1052,01
Tesouro Prefixado com Juros Semestrais;01/01/2027;13/04/2021;8,99;9,11;1070,59;1065,4;1065,03
Tesouro Prefixado com Juros Semestrais;01/01/2029;13/04/2021;9,34;9,46;1063,13;1056,77;1056,39
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Selic;01/03/2027;12/04/2021;0,34;0,35;10609,55;10603,35;10602,07
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;12/04/2021;4,02;4,14;4329,13;4279,77;4277,8
Tesouro IPCA+ com Juros Semestrais;15/08/2030;12/04/2021;3,97;4,09;4088,42;4053,72;4051,86
Tesouro IPCA+ com Juros Semestrais;15/05/2055;12/04/2021;4,48;4,6;4517,93;4433,17;4431,06
Tesouro IPCA+ com Juros Semestrais;15/05/2045;12/04/2021;4,39;4,51;4423,67;4353,61;4351,55
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;12/04/2021;4,45;4,57;4423,21;4344,79;4342,73
Tesouro IPCA+ com Juros Semestrais;15/08/2040;12/04/2021;4,23;4,35;4349,36;4287,69;4285,69
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;12/04/2021;4,1;4,22;1338,19;1301,67;1301,07
;;;;;;;
Tesouro IPCA+;15/05/2035;12/04/2021;4,1;4,22;1997,75;1965,69;1964,78
Tesouro IGPM+ com Juros Semestrais;01/01/2031;12/04/2021;3,91;4,03;9175,26;9104,22;9099,81
Tesouro Prefixado com Juros Semestrais;01/01/2027;12/04/2021;8,99;9,11;1070,23;1065,03;1064,66
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2029;12/04/2021;9,37;9,49;1061,16;1054,8;1054,42
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2031;12/04/2021;9,54;9,66;1056,29;1048,97;1048,58
Tesouro Selic;01/03/2027;09/04/2021;0,34;0,35;10608,38;10602,18;10600,88
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;09/04/2021;4,45;4,57;4421,12;4342,73;4338,07
Tesouro IPCA+ com Juros Semestrais;15/05/2045;09/04/2021;4,39;4,51;4421,59;4351,55;4346,89
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2030;09/04/2021;3,91;4,03;4104,06;4069,17;4064,89
Tesouro IPCA+ com Juros Semestrais;15/05/2035;09/04/2021;3,99;4,11;4339,62;4290,07;4285,55
Tesouro IPCA+ com Juros Semestrais;15/08/2040;09/04/2021;4,24;4,36;4342,16;4280,61;4276,05
Tesouro IPCA+ com Juros Semestrais;15/05/2055;09/04/2021;4,48;4,6;4515,8;4431,06;4426,3
;;;;;;;
Tesouro IPCA+;15/05/2035;09/04/2021;4,09;4,21;1999,53;1967,43;1965,34
Tesouro IPCA+;15/05/2045;09/04/2021;4,09;4,21;1340,67;1304,07;1302,69
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;09/04/2021;3,85;3,97;9229,02;9157,41;9140,93
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2029;09/04/2021;9,26;9,38;1066,66;1060,25;1059,87
Tesouro Prefixado com Juros Semestrais;01/01/2031;09/04/2021;9,46;9,58;1060,83;1053,46;1053,08
Tesouro Prefixado com Juros Semestrais;01/01/2027;09/04/2021;8,88;9;1074,66;1069,43;1069,06
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Selic;01/03/2027;08/04/2021;0,34;0,35;10606,21;10600;10598,71
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2055;08/04/2021;4,46;4,58;4529,31;4444,14;4441,87
Tesouro IPCA+ com Juros Semestrais;15/05/2045;08/04/2021;4,37;4,49;4432,6;4362,27;4360,06
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2050;08/04/2021;4,43;4,55;4433,55;4354,8;4352,58
Tesouro IPCA+ com Juros Semestrais;15/08/2040;08/04/2021;4,24;4,36;4341,37;4279,81;4277,65
Tesouro IPCA+ com Juros Semestrais;15/08/2030;08/04/2021;3,94;4,06;4094,6;4059,79;4057,8
Tesouro IPCA+ com Juros Semestrais;15/05/2035;08/04/2021;4;4,12;4334,72;4285,22;4283,1
Tesouro IPCA+;15/05/2045;08/04/2021;4,08;4,2;1343,53;1306,85;1306,2
;;;;;;;
Tesouro IPCA+;15/05/2035;08/04/2021;4,08;4,2;2001,88;1969,73;1968,75
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;08/04/2021;3,89;4,01;9188,53;9117,26;9110,84
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2027;08/04/2021;9,01;9,13;1068,63;1063,43;1063,06
Tesouro Prefixado com Juros Semestrais;01/01/2031;08/04/2021;9,53;9,65;1056,14;1048,81;1048,42
Tesouro IPCA+ com Juros Semestrais;15/08/2040;26/01/2021;3,84;3,96;4541,79;4476,71;4475,63
Tesouro IPCA+ com Juros Semestrais;15/08/2050;26/01/2021;4,04;4,16;4685,32;4600,56;4599,41
Tesouro IPCA+ com Juros Semestrais;15/08/2030;26/01/2021;3,23;3,35;4305,89;4268,69;4267,76
Tesouro IPCA+ com Juros Semestrais;15/05/2055;26/01/2021;4,05;4,17;4715,64;4622,7;4621,55
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;26/01/2021;4,04;4,16;4515,43;4441,38;4440,28
;;;;;;;
Tesouro IPCA+;15/05/2035;26/01/2021;3,72;3,84;2048,92;2015,44;2014,97
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;26/01/2021;3,72;3,84;1423,44;1384,13;1383,81
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;26/01/2021;3,18;3,3;8965,17;8892,38;8884,85
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2029;26/01/2021;7,57;7,69;1146,28;1138,9;1138,57
Tesouro Prefixado com Juros Semestrais;01/01/2031;26/01/2021;7,88;8;1147,87;1139,31;1138,96
Tesouro Prefixado com Juros Semestrais;01/01/2027;26/01/2021;7,15;7,27;1138,56;1132,6;1132,29
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;22/01/2021;3,58;3,7;4400,77;4348,84;4346,07
Tesouro IPCA+ com Juros Semestrais;15/08/2040;22/01/2021;3,89;4,01;4513,44;4448,89;4445,96
Tesouro IPCA+ com Juros Semestrais;15/08/2050;22/01/2021;4,12;4,24;4627,41;4544,17;4541,09
Tesouro IPCA+ com Juros Semestrais;15/08/2030;22/01/2021;3,27;3,39;4292,52;4255,45;4252,84
Tesouro IPCA+ com Juros Semestrais;15/05/2055;22/01/2021;4,13;4,25;4652,21;4561,13;4558,04
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;22/01/2021;4,11;4,23;4470,92;4397,88;4394,9
;;;;;;;
Tesouro IPCA+;15/05/2035;22/01/2021;3,78;3,9;2031,63;1998,45;1997,15
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;22/01/2021;3,78;3,9;1403,31;1364,58;1363,69
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;22/01/2021;3,21;3,33;8939,35;8866,79;8839,07
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2029;22/01/2021;7,58;7,7;1145,34;1137,95;1137,28
Tesouro Prefixado com Juros Semestrais;01/01/2031;22/01/2021;7,88;8;1147,52;1138,96;1138,26
Tesouro Prefixado com Juros Semestrais;01/01/2027;22/01/2021;7,14;7,26;1138,74;1132,78;1132,15
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;21/01/2021;4,01;4,13;4530,13;4455,65;4454,54
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2030;21/01/2021;3,18;3,3;4318,03;4280,62;4279,7
Tesouro IPCA+ com Juros Semestrais;15/05/2035;21/01/2021;3,48;3,6;4441,93;4389,3;4388,3
Tesouro IPCA+ com Juros Semestrais;15/08/2040;21/01/2021;3,77;3,89;4576,36;4510,5;4509,43
Tesouro IPCA+ com Juros Semestrais;15/05/2055;21/01/2021;4,03;4,15;4727,12;4633,73;4632,58
Tesouro IPCA+ com Juros Semestrais;15/08/2050;21/01/2021;4,02;4,14;4695,43;4610,29;4609,15
Tesouro IPCA+;15/05/2035;21/01/2021;3,68;3,8;2058,43;2024,76;2024,28
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;21/01/2021;3,68;3,8;1435,56;1395,88;1395,55
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;21/01/2021;3,12;3,24;8966,34;8893,31;8885,8
Tesouro Prefixado com Juros Semestrais;01/01/2027;21/01/2021;6,86;6,98;1152,21;1146,15;1145,84
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2031;21/01/2021;7,52;7,64;1173,1;1164,25;1163,91
Tesouro Prefixado com Juros Semestrais;01/01/2029;21/01/2021;7,29;7,41;1162,8;1155,25;1154,92
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2035;20/01/2021;3,51;3,63;4427,7;4375,27;4374,27
Tesouro IPCA+ com Juros Semestrais;15/08/2040;20/01/2021;3,79;3,91;4564,22;4498,58;4497,5
Tesouro IPCA+ com Juros Semestrais;15/08/2050;20/01/2021;4,05;4,17;4672,78;4588,22;4587,08
Tesouro IPCA+ com Juros Semestrais;15/08/2030;20/01/2021;3,22;3,34;4304,6;4267,32;4266,39
Tesouro IPCA+ com Juros Semestrais;15/05/2055;20/01/2021;4,07;4,19;4694,53;4602,08;4600,93
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;20/01/2021;4,03;4,15;4516,49;4442,3;4441,2
;;;;;;;
Tesouro IPCA+;15/05/2035;20/01/2021;3,71;3,83;2049,48;2015,96;2015,48
;;;;;;;
;;;;;;;
Tesouro IPCA+;15/05/2045;20/01/2021;3,71;3,83;1425,2;1385,81;1385,49
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;20/01/2021;3,2;3,32;8910,05;8837,58;8830,1
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2029;20/01/2021;7,29;7,41;1162,47;1154,92;1154,59
