Tipo Titulo;Data Vencimento;Data Base;Taxa Compra Manha;Taxa Venda Manha;PU Compra Manha;PU Venda Manha;PU Base Manha
Tesouro IPCA+ com Juros Semestrais;15/08/2060;21/03/2025;7,39;7,51;3755,26;3696,58;3696,58
Tesouro IPCA+ com Juros Semestrais;15/08/2032;21/03/2025;7,76;7,88;4082,18;4051,76;4051,76
Tesouro IPCA+ com Juros Semestrais;15/08/2030;21/03/2025;7,77;7,89;4173,36;4148,46;4148,46
Tesouro IPCA+ com Juros Semestrais;15/08/2040;21/03/2025;7,51;7,63;3916,6;3870,84;3870,84
Tesouro IPCA+ com Juros Semestrais;15/05/2035;21/03/2025;7,63;7,75;4082,22;4045,31;4045,31
Tesouro IPCA+ com Juros Semestrais;15/05/2055;21/03/2025;7,37;7,49;3860,97;3803,45;3803,45
;;;;;;;
Tesouro IPCA+;15/08/2050;21/03/2025;7,23;7,35;767,44;745,45;745,45
;;;;;;;
Tesouro IPCA+;15/05/2029;21/03/2025;7,74;7,86;3289,94;3272,1;3272,1
Tesouro IPCA+;15/05/2035;21/03/2025;7,58;7,7;2140,23;2114,5;2114,5
Tesouro IPCA+;15/05/2045;21/03/2025;7,42;7,54;1066,22;1041,77;1041,77
Tesouro IPCA+;15/08/2040;21/03/2025;7,42;7,54;1493,72;1467,16;1467,16
Tesouro IGPM+ com Juros Semestrais;01/01/2031;21/03/2025;7,78;7,9;8008,24;7968,02;7968,02
Tesouro Prefixado com Juros Semestrais;01/01/2027;21/03/2025;14,64;14,76;955,52;953,37;953,37
Tesouro Prefixado com Juros Semestrais;01/01/2031;21/03/2025;14,8;14,92;850,7;846,44;846,44
Tesouro Prefixado com Juros Semestrais;01/01/2029;21/03/2025;14,55;14,67;901,41;897,99;897,99
Tesouro Prefixado com Juros Semestrais;01/01/2033;21/03/2025;14,74;14,86;818,35;813,5;813,5
Tesouro Prefixado com Juros Semestrais;01/01/2035;21/03/2025;14,8;14,92;790,67;785,45;785,45
Tesouro Renda+ Aposentadoria Extra;15/12/2069;21/03/2025;7,22;7,34;434,65;418,86;418,86
Tesouro Renda+ Aposentadoria Extra;15/12/2064;21/03/2025;7,25;7,37;609,93;591,06;591,06
Tesouro Renda+ Aposentadoria Extra;15/12/2084;21/03/2025;7,25;7,37;151,69;143,77;143,77
Tesouro Renda+ Aposentadoria Extra;15/12/2054;21/03/2025;7,38;7,5;1197,34;1173,35;1173,35
Tesouro Renda+ Aposentadoria Extra;15/12/2079;21/03/2025;7,25;7,37;214,79;204,71;204,71
Tesouro Renda+ Aposentadoria Extra;15/12/2074;21/03/2025;7,23;7,35;306,31;293,55;293,55
Tesouro Renda+ Aposentadoria Extra;15/12/2059;21/03/2025;7,31;7,43;852,79;831,05;831,05
Tesouro IPCA+;15/05/2035;14/02/2025;7,57;7,69;2098,96;2072,61;2072,61
Tesouro IGPM+ com Juros Semestrais;01/01/2031;14/02/2025;7,58;7,7;7961,48;7916,24;7916,24
Tesouro Prefixado com Juros Semestrais;01/01/2035;14/02/2025;14,83;14,95;779,57;774,35;774,35
Tesouro Prefixado com Juros Semestrais;01/01/2029;14/02/2025;14,83;14,95;883,37;879,94;879,94
Tesouro Prefixado com Juros Semestrais;01/01/2033;14/02/2025;14,81;14,93;805,56;800,71;800,71
Tesouro Prefixado com Juros Semestrais;01/01/2031;14/02/2025;14,93;15,05;835,91;831,65;831,65
Tesouro Prefixado com Juros Semestrais;01/01/2027;14/02/2025;14,84;14,96;940,85;938,64;938,64
Tesouro Renda+ Aposentadoria Extra;15/12/2054;14/02/2025;7,37;7,49;1175,26;1151,08;1151,08
Tesouro Renda+ Aposentadoria Extra;15/12/2059;14/02/2025;7,33;7,45;832,26;810,6;810,6
Tesouro Renda+ Aposentadoria Extra;15/12/2064;14/02/2025;7,33;7,45;585,67;567,27;567,27
Tesouro Renda+ Aposentadoria Extra;15/12/2049;14/02/2025;7,44;7,56;1659,89;1634,83;1634,83
Tesouro Renda+ Aposentadoria Extra;15/12/2074;14/02/2025;7,33;7,45;289,93;277,72;277,72
Tesouro Renda+ Aposentadoria Extra;15/12/2084;14/02/2025;7,35;7,47;142,26;134,76;134,76
Tesouro Renda+ Aposentadoria Extra;15/12/2079;14/02/2025;7,35;7,47;202,37;192,77;192,77
Tesouro Renda+ Aposentadoria Extra;15/12/2069;14/02/2025;7,32;7,44;413,32;398,12;398,12
Tesouro Educa+;15/12/2032;14/02/2025;7,6;7,72;3000,45;2979,31;2979,31
Tesouro Educa+;15/12/2047;14/02/2025;7,37;7,49;1050,45;1025,81;1025,81
Tesouro Educa+;15/12/2045;14/02/2025;7,35;7,47;1213,84;1188;1188
Tesouro Educa+;15/12/2041;14/02/2025;7,36;7,48;1607,77;1580,55;1580,55
Tesouro Educa+;15/12/2044;14/02/2025;7,34;7,46;1304,61;1278,25;1278,25
Tesouro Educa+;15/12/2034;14/02/2025;7,62;7,74;2589,92;2565,98;2565,98
Tesouro Educa+;15/12/2043;14/02/2025;7,33;7,45;1402,02;1375,21;1375,21
Tesouro Educa+;15/12/2038;14/02/2025;7,49;7,61;1960,35;1933,62;1933,62
Tesouro Educa+;15/12/2046;14/02/2025;7,36;7,48;1129,25;1103,98;1103,98
Tesouro Educa+;15/12/2033;14/02/2025;7,61;7,73;2788,15;2765,45;2765,45
Tesouro Educa+;15/12/2036;14/02/2025;7,58;7,7;2245,31;2219,62;2219,62
Tesouro Educa+;15/12/2037;14/02/2025;7,54;7,66;2095,95;2069,67;2069,67
Tesouro Educa+;15/12/2031;14/02/2025;7,57;7,69;3230,88;3211,68;3211,68
Tesouro Educa+;15/12/2040;14/02/2025;7,39;7,51;1719,21;1692;1692
Tesouro Educa+;15/12/2042;14/02/2025;7,34;7,46;1502,29;1475,21;1475,21
Tesouro Educa+;15/12/2039;14/02/2025;7,44;7,56;1835,19;1808,15;1808,15
Tesouro Educa+;15/12/2035;14/02/2025;7,61;7,73;2409,1;2384,19;2384,19
Tesouro Educa+;15/12/2030;14/02/2025;7,55;7,67;3475,5;3458,67;3458,67
Tesouro Selic;01/03/2031;13/02/2025;0,12;0,13;15941,88;15924,4;15924,4
Tesouro Selic;01/03/2029;13/02/2025;0,1;0,11;15993,23;15978,86;15978,86
Tesouro Selic;01/03/2028;13/02/2025;0,05;0,06;16033,25;16020,45;16020,45
Tesouro Selic;01/03/2027;13/02/2025;0,04;0,05;16046,61;16035,41;16035,41
;;;;;;;
;;;;;;;
;;;;;;;
Tesouro Prefixado;01/01/2032;13/02/2025;14,97;15,09;385,48;382,53;382,53
Tesouro Prefixado;01/01/2029;13/02/2025;14,94;15,06;585,42;582,75;582,75
Tesouro Prefixado;01/01/2027;13/02/2025;14,94;15,06;771,28;769,35;769,35
Tesouro Prefixado;01/01/2031;13/02/2025;14,94;15,06;443,86;440,92;440,92
Tesouro Prefixado;01/01/2028;13/02/2025;14,89;15,01;672,24;669,86;669,86
Tesouro IPCA+ com Juros Semestrais;15/08/2060;13/02/2025;7,44;7,56;3782,43;3727,01;3727,01
Tesouro IPCA+ com Juros Semestrais;15/05/2055;13/02/2025;7,41;7,53;3760,79;3706,41;3706,41
Tesouro IPCA+ com Juros Semestrais;15/08/2032;13/02/2025;7,72;7,84;4133,04;4104,75;4104,75
Tesouro IPCA+ com Juros Semestrais;15/05/2035;13/02/2025;7,62;7,74;3997,17;3962,61;3962,61
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/05/2045;13/02/2025;7,47;7,59;3833,85;3785,47;3785,47
Tesouro IPCA+ com Juros Semestrais;15/08/2050;13/02/2025;7,44;7,56;3850,33;3798,24;3798,24
Tesouro IPCA+ com Juros Semestrais;15/08/2040;13/02/2025;7,43;7,55;3991,25;3947,52;3947,52
Tesouro IPCA+ com Juros Semestrais;15/08/2030;13/02/2025;7,63;7,75;4238,27;4215,34;4215,34
Tesouro IPCA+;15/05/2045;13/02/2025;7,43;7,55;1041,53;1018,05;1018,05
Tesouro IPCA+;15/08/2040;13/02/2025;7,35;7,47;1476,62;1450,93;1450,93
Tesouro IPCA+;15/08/2050;13/02/2025;7,37;7,49;726,77;706,25;706,25
;;;;;;;
Tesouro IPCA+;15/05/2035;13/02/2025;7,62;7,74;2086,36;2062,13;2062,13
Tesouro IPCA+;15/05/2029;13/02/2025;7,54;7,66;3244,11;3227,81;3227,81
Tesouro IGPM+ com Juros Semestrais;01/01/2031;13/02/2025;7,63;7,75;7939,26;7896,39;7896,39
Tesouro Prefixado com Juros Semestrais;01/01/2029;13/02/2025;14,95;15,07;879,94;876,51;876,51
Tesouro Prefixado com Juros Semestrais;01/01/2031;13/02/2025;15,03;15,15;832,29;828,05;828,05
Tesouro Prefixado com Juros Semestrais;01/01/2027;13/02/2025;14,92;15,04;939,21;937;937
Tesouro Prefixado com Juros Semestrais;01/01/2033;13/02/2025;14,9;15,02;801,81;796,98;796,98
Tesouro Prefixado com Juros Semestrais;01/01/2035;13/02/2025;14,93;15,05;775,14;769,96;769,96
Tesouro Renda+ Aposentadoria Extra;15/12/2064;13/02/2025;7,38;7,5;577,49;559,9;559,9
Tesouro Renda+ Aposentadoria Extra;15/12/2049;13/02/2025;7,48;7,6;1650,07;1626,72;1626,72
Tesouro Renda+ Aposentadoria Extra;15/12/2054;13/02/2025;7,41;7,53;1166,14;1143,24;1143,24
Tesouro Renda+ Aposentadoria Extra;15/12/2074;13/02/2025;7,39;7,51;283,57;271,9;271,9
Tesouro Renda+ Aposentadoria Extra;15/12/2079;13/02/2025;7,41;7,53;197,38;188,21;188,21
Tesouro Renda+ Aposentadoria Extra;15/12/2059;13/02/2025;7,37;7,49;824,27;803,59;803,59
Tesouro Renda+ Aposentadoria Extra;15/12/2084;13/02/2025;7,41;7,53;138,36;131,21;131,21
Tesouro Renda+ Aposentadoria Extra;15/12/2069;13/02/2025;7,37;7,49;406,61;392,03;392,03
Tesouro Educa+;15/12/2036;13/02/2025;7,64;7,76;2230,98;2207,56;2207,56
Tesouro Educa+;15/12/2030;13/02/2025;7,6;7,72;3465,87;3452,35;3452,35
Tesouro Educa+;15/12/2047;13/02/2025;7,42;7,54;1039,33;1015,92;1015,92
Tesouro Educa+;15/12/2037;13/02/2025;7,59;7,71;2083,39;2059,21;2059,21
Tesouro Educa+;15/12/2043;13/02/2025;7,38;7,5;1389,74;1364,47;1364,47
Tesouro Educa+;15/12/2031;13/02/2025;7,63;7,75;3219,19;3203,09;3203,09
Tesouro Educa+;15/12/2040;13/02/2025;7,44;7,56;1706,54;1681,12;1681,12
Tesouro Educa+;15/12/2044;13/02/2025;7,39;7,51;1292,59;1267,68;1267,68
Tesouro Educa+;15/12/2033;13/02/2025;7,67;7,79;2774,98;2755;2755
Tesouro Educa+;15/12/2034;13/02/2025;7,68;7,8;2576,25;2554,86;2554,86
Tesouro Educa+;15/12/2041;13/02/2025;7,4;7,52;1597,28;1571,73;1571,73
Tesouro Educa+;15/12/2035;13/02/2025;7,67;7,79;2395,06;2372,54;2372,54
Tesouro Educa+;15/12/2042;13/02/2025;7,38;7,5;1491,93;1466,43;1466,43
Tesouro Renda+ Aposentadoria Extra;15/12/2064;09/01/2025;7,2;7,32;599,21;580,76;580,76
Tesouro Renda+ Aposentadoria Extra;15/12/2059;09/01/2025;7,18;7,3;849,98;828,39;828,39
Tesouro Renda+ Aposentadoria Extra;15/12/2069;09/01/2025;7,17;7,29;428,03;412,54;412,54
Tesouro Renda+ Aposentadoria Extra;15/12/2079;09/01/2025;7,13;7,25;218,47;208,23;208,23
Tesouro Renda+ Aposentadoria Extra;15/12/2054;09/01/2025;7,2;7,32;1195,82;1171,95;1171,95
Tesouro Renda+ Aposentadoria Extra;15/12/2074;09/01/2025;7,14;7,26;306,6;293,86;293,86
Tesouro Renda+ Aposentadoria Extra;15/12/2084;09/01/2025;7,13;7,25;155,15;147,06;147,06
Tesouro Renda+ Aposentadoria Extra;15/12/2049;09/01/2025;7,28;7,4;1673,51;1649,32;1649,32
Tesouro Educa+;15/12/2032;09/01/2025;7,68;7,8;2956,66;2937,93;2937,93
Tesouro Educa+;15/12/2030;09/01/2025;7,66;7,78;3426,85;3412,69;3412,69
Tesouro Educa+;15/12/2036;09/01/2025;7,49;7,61;2238,58;2214,53;2214,53
Tesouro Educa+;15/12/2037;09/01/2025;7,4;7,52;2101,5;2076,61;2076,61
Tesouro Educa+;15/12/2031;09/01/2025;7,68;7,8;3182,37;3165,72;3165,72
Tesouro Educa+;15/12/2040;09/01/2025;7,17;7,29;1747,95;1721,46;1721,46
Tesouro Educa+;15/12/2046;09/01/2025;7,16;7,28;1158,16;1133,01;1133,01
Tesouro Educa+;15/12/2044;09/01/2025;7,09;7,21;1343,85;1317,58;1317,58
Tesouro Educa+;15/12/2034;09/01/2025;7,59;7,71;2567,31;2545,39;2545,39
Tesouro Educa+;15/12/2045;09/01/2025;7,13;7,25;1246,86;1221,13;1221,13
Tesouro Educa+;15/12/2033;09/01/2025;7,63;7,75;2755,02;2734,54;2734,54
Tesouro Educa+;15/12/2041;09/01/2025;7,11;7,23;1644,6;1617,85;1617,85
Tesouro Educa+;15/12/2043;09/01/2025;7,08;7,2;1440,86;1414,27;1414,27
Tesouro Educa+;15/12/2042;09/01/2025;7,08;7,2;1542,5;1515,72;1515,72
Tesouro Educa+;15/12/2039;09/01/2025;7,25;7,37;1855,58;1829,51;1829,51
Tesouro Educa+;15/12/2038;09/01/2025;7,33;7,45;1972,33;1946,79;1946,79
Tesouro Educa+;15/12/2035;09/01/2025;7,55;7,67;2394,27;2371,19;2371,19
Tesouro Selic;01/03/2027;08/01/2025;0,05;0,06;15849,27;15838,61;15838,61
;;;;;;;
Tesouro Selic;01/03/2029;08/01/2025;0,11;0,12;15792,72;15778,94;15778,94
;;;;;;;
;;;;;;;
Tesouro Prefixado;01/01/2029;08/01/2025;15,28;15,4;570,38;567,72;567,72
Tesouro Prefixado;01/01/2027;08/01/2025;15,44;15,56;753,81;751,84;751,84
Tesouro Prefixado;01/01/2031;08/01/2025;15,08;15,2;434,38;431,46;431,46
Tesouro IPCA+ com Juros Semestrais;15/08/2030;08/01/2025;7,74;7,86;4176,27;4152,7;4152,7
Tesouro IPCA+ com Juros Semestrais;15/08/2040;08/01/2025;7,25;7,37;4017,28;3972,03;3972,03
Tesouro IPCA+ com Juros Semestrais;15/08/2050;08/01/2025;7,38;7,5;3838,6;3785,55;3785,55
Tesouro IPCA+ com Juros Semestrais;15/05/2045;08/01/2025;7,33;7,45;3852,41;3802,56;3802,56
Tesouro IPCA+ com Juros Semestrais;15/08/2032;08/01/2025;7,74;7,86;4087,13;4058,21;4058,21
Tesouro IPCA+ com Juros Semestrais;15/05/2055;08/01/2025;7,35;7,47;3751,24;3695,87;3695,87
Tesouro IPCA+ com Juros Semestrais;15/05/2035;08/01/2025;7,62;7,74;3957,53;3922,38;3922,38
;;;;;;;
Tesouro IPCA+;15/05/2029;08/01/2025;7,76;7,88;3184,01;3167,27;3167,27
Tesouro IPCA+;15/05/2045;08/01/2025;7,25;7,37;1066,96;1042,63;1042,63
Tesouro IPCA+;15/05/2035;08/01/2025;7,6;7,72;2069,62;2045,09;2045,09
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;08/01/2025;7,73;7,85;7822,28;7778,8;7778,8
Tesouro Prefixado com Juros Semestrais;01/01/2033;08/01/2025;14,91;15,03;790,03;785,19;785,19
Tesouro Prefixado com Juros Semestrais;01/01/2027;08/01/2025;15,38;15,5;919,1;916,83;916,83
Tesouro Prefixado com Juros Semestrais;01/01/2029;08/01/2025;15,35;15,47;857,48;854,05;854,05
Tesouro Prefixado com Juros Semestrais;01/01/2035;08/01/2025;14,71;14,83;772,96;767,68;767,68
Tesouro Prefixado com Juros Semestrais;01/01/2031;08/01/2025;15,15;15,27;816,54;812,3;812,3
Tesouro Renda+ Aposentadoria Extra;15/12/2059;08/01/2025;7,26;7,38;835,39;814,2;814,2
Tesouro Renda+ Aposentadoria Extra;15/12/2064;08/01/2025;7,29;7,41;585,25;567,26;567,26
Tesouro Renda+ Aposentadoria Extra;15/12/2084;08/01/2025;7,23;7,35;148,36;140,63;140,63
Tesouro Renda+ Aposentadoria Extra;15/12/2054;08/01/2025;7,28;7,4;1179,67;1156,16;1156,16
Tesouro Renda+ Aposentadoria Extra;15/12/2049;08/01/2025;7,36;7,48;1657,08;1633,17;1633,17
Tesouro Renda+ Aposentadoria Extra;15/12/2069;08/01/2025;7,27;7,39;415,05;400,06;400,06
Tesouro Renda+ Aposentadoria Extra;15/12/2074;08/01/2025;7,24;7,36;295,92;283,64;283,64
Tesouro Renda+ Aposentadoria Extra;15/12/2079;08/01/2025;7,23;7,35;209,89;200,06;200,06
Tesouro Educa+;15/12/2037;08/01/2025;7,51;7,63;2078,59;2053,97;2053,97
Tesouro Educa+;15/12/2031;08/01/2025;7,77;7,89;3169,5;3152,92;3152,92
Tesouro Educa+;15/12/2042;08/01/2025;7,15;7,27;1526,54;1500,04;1500,04
Tesouro Educa+;15/12/2039;08/01/2025;7,35;7,47;1833,69;1807,94;1807,94
Tesouro Educa+;15/12/2035;08/01/2025;7,65;7,77;2374,84;2351,95;2351,95
Tesouro Educa+;15/12/2044;08/01/2025;7,16;7,28;1328,22;1302,26;1302,26
Tesouro Educa+;15/12/2034;08/01/2025;7,69;7,81;2548,83;2527,08;2527,08
Tesouro Educa+;15/12/2041;08/01/2025;7,19;7,31;1626,47;1600,04;1600,04
Tesouro Educa+;15/12/2043;08/01/2025;7,14;7,26;1427,18;1400,85;1400,85
Tesouro Educa+;15/12/2038;08/01/2025;7,44;7,56;1948,83;1923,61;1923,61
Tesouro Educa+;15/12/2030;08/01/2025;7,75;7,87;3415,83;3401,71;3401,71
Tesouro Educa+;15/12/2036;08/01/2025;7,59;7,71;2218,35;2194,52;2194,52
Tesouro Educa+;15/12/2032;08/01/2025;7,77;7,89;2942,26;2923,63;2923,63
Tesouro Educa+;15/12/2033;08/01/2025;7,72;7,84;2739,33;2718,97;2718,97
Tesouro Educa+;15/12/2045;08/01/2025;7,19;7,31;1233,65;1208,2;1208,2
Tesouro Educa+;15/12/2046;08/01/2025;7,22;7,34;1145,25;1120,39;1120,39
Tesouro Educa+;15/12/2040;08/01/2025;7,25;7,37;1729,98;1703,78;1703,78
;;;;;;;
;;;;;;;
Tesouro Selic;01/03/2027;07/01/2025;0,05;0,06;15839,5;15828,85;15828,85
Tesouro Selic;01/03/2029;07/01/2025;0,12;0,13;15779,12;15765,32;15765,32
;;;;;;;
Tesouro Prefixado;01/01/2027;07/01/2025;15,3;15,42;755,19;753,21;753,21
Tesouro Prefixado;01/01/2029;07/01/2025;15,05;15,17;574,58;571,89;571,89
Tesouro Prefixado;01/01/2031;07/01/2025;14,83;14,95;439,78;436,82;436,82
Tesouro IPCA+ com Juros Semestrais;15/08/2030;07/01/2025;7,58;7,7;4203,35;4179,59;4179,59
Tesouro IPCA+ com Juros Semestrais;15/08/2050;07/01/2025;7,29;7,41;3876,06;3822,17;3822,17
Tesouro IPCA+ com Juros Semestrais;15/08/2040;07/01/2025;7,15;7,27;4052,19;4006,37;4006,37
Tesouro IPCA+ com Juros Semestrais;15/05/2035;07/01/2025;7,48;7,6;3995,03;3959,44;3959,44
Tesouro Prefixado com Juros Semestrais;01/01/2033;29/11/2024;13,97;14,09;862,98;857,81;857,81
Tesouro Prefixado com Juros Semestrais;01/01/2029;29/11/2024;14,21;14,33;922,33;918,71;918,71
Tesouro Prefixado com Juros Semestrais;01/01/2031;29/11/2024;14,11;14,23;887,16;882,65;882,65
Tesouro Prefixado com Juros Semestrais;01/01/2027;29/11/2024;14,3;14,42;970,49;968,1;968,1
Tesouro Prefixado com Juros Semestrais;01/01/2035;29/11/2024;13,87;13,99;845,77;840,13;840,13
;;;;;;;
Tesouro Renda+ Aposentadoria Extra;15/12/2049;29/11/2024;7,04;7,16;1698,03;1672,86;1672,86
Tesouro Renda+ Aposentadoria Extra;15/12/2064;29/11/2024;6,96;7,08;628,75;609,13;609,13
Tesouro Renda+ Aposentadoria Extra;15/12/2069;29/11/2024;6,96;7,08;450,04;433,58;433,58
Tesouro Renda+ Aposentadoria Extra;15/12/2079;29/11/2024;6,98;7,1;228,71;217,91;217,91
Tesouro Renda+ Aposentadoria Extra;15/12/2059;29/11/2024;6,95;7,07;880,16;857,46;857,46
Tesouro Renda+ Aposentadoria Extra;15/12/2054;29/11/2024;6,97;7,09;1225,07;1200,17;1200,17
Tesouro Renda+ Aposentadoria Extra;15/12/2074;29/11/2024;6,97;7,09;320,99;307,53;307,53
Tesouro Renda+ Aposentadoria Extra;15/12/2084;29/11/2024;6,98;7,1;163,56;154,96;154,96
Tesouro Educa+;15/12/2033;29/11/2024;7,3;7,42;2769,35;2747,96;2747,96
Tesouro Educa+;15/12/2035;29/11/2024;7,22;7,34;2421,75;2397,68;2397,68
Tesouro Educa+;15/12/2045;29/11/2024;6,95;7,07;1268,11;1241,56;1241,56
Tesouro Educa+;15/12/2046;29/11/2024;6,96;7,08;1184,09;1158,02;1158,02
Tesouro Educa+;15/12/2039;29/11/2024;7,03;7,15;1876,72;1849,8;1849,8
Tesouro Educa+;15/12/2042;29/11/2024;6,95;7,07;1549,87;1522,52;1522,52
Tesouro Educa+;15/12/2030;29/11/2024;7,37;7,49;3408,85;3393,81;3393,81
Tesouro Educa+;15/12/2043;29/11/2024;6,95;7,07;1449,5;1422,32;1422,32
Tesouro Educa+;15/12/2032;29/11/2024;7,34;7,46;2964,29;2944,67;2944,67
Tesouro Educa+;15/12/2040;29/11/2024;6,99;7,11;1762,84;1735,61;1735,61
Tesouro Educa+;15/12/2044;29/11/2024;6,95;7,07;1355,73;1328,83;1328,83
Tesouro Educa+;15/12/2034;29/11/2024;7,26;7,38;2588,7;2565,84;2565,84
Tesouro Educa+;15/12/2031;29/11/2024;7,36;7,48;3177,96;3160,44;3160,44
Tesouro Educa+;15/12/2037;29/11/2024;7,12;7,24;2128,75;2102,9;2102,9
Tesouro Educa+;15/12/2041;29/11/2024;6,97;7,09;1652,62;1625,26;1625,26
Tesouro Educa+;15/12/2038;29/11/2024;7,07;7,19;1999,02;1972,53;1972,53
Tesouro Educa+;15/12/2036;29/11/2024;7,17;7,29;2269,4;2244,34;2244,34
;;;;;;;
;;;;;;;
Tesouro Selic;01/03/2029;28/11/2024;0,11;0,12;15601,26;15588,01;15588,01
Tesouro Selic;01/03/2027;28/11/2024;0,04;0,05;15662,77;15652,63;15652,63
Tesouro Prefixado;01/01/2031;28/11/2024;13,51;13,63;464,93;461,74;461,74
;;;;;;;
Tesouro Prefixado;01/01/2027;28/11/2024;13,72;13,84;765,8;763,73;763,73
Tesouro Prefixado;01/01/2029;28/11/2024;13,63;13,75;595,58;592,73;592,73
;;;;;;;
;;;;;;;
Tesouro IPCA+ com Juros Semestrais;15/08/2032;28/11/2024;7,02;7,14;4195,28;4165,09;4165,09
Tesouro IPCA+ com Juros Semestrais;15/05/2045;28/11/2024;6,81;6,93;4016,16;3962,66;3962,66
Tesouro IPCA+ com Juros Semestrais;15/05/2055;28/11/2024;6,78;6,9;3969,98;3908,58;3908,58
Tesouro IPCA+ com Juros Semestrais;15/08/2050;28/11/2024;6,79;6,91;4051,94;3993,54;3993,54
Tesouro IPCA+ com Juros Semestrais;15/08/2030;28/11/2024;7,07;7,19;4239,82;4215,54;4215,54
Tesouro IPCA+ com Juros Semestrais;15/05/2035;28/11/2024;6,93;7,05;4099,28;4062,18;4062,18
Tesouro IPCA+ com Juros Semestrais;15/08/2040;28/11/2024;6,8;6,92;4129,23;4081,76;4081,76
Tesouro IPCA+;15/05/2029;28/11/2024;7,11;7,23;3222,5;3205,37;3205,37
Tesouro IPCA+;15/05/2045;28/11/2024;6,76;6,88;1154,55;1128,06;1128,06
Tesouro IPCA+;15/05/2035;28/11/2024;6,9;7,02;2182,78;2156,68;2156,68
;;;;;;;
Tesouro IGPM+ com Juros Semestrais;01/01/2031;28/11/2024;7,06;7,18;8271,63;8224,35;8224,35
;;;;;;;
Tesouro Prefixado com Juros Semestrais;01/01/2029;28/11/2024;13,59;13,71;938,31;934,61;934,61
Tesouro Prefixado com Juros Semestrais;01/01/2035;28/11/2024;13,26;13,38;872,63;866,72;866,72
Tesouro Prefixado com Juros Semestrais;01/01/2033;28/11/2024;13,34;13,46;887,97;882,6;882,6
Tesouro Prefixado com Juros Semestrais;01/01/2031;28/11/2024;13,49;13,61;908,05;903,4;903,4
Tesouro Prefixado com Juros Semestrais;01/01/2027;28/11/2024;13,7;13,82;979,43;977,02;977,02
Tesouro Renda+ Aposentadoria Extra;15/12/2049;28/11/2024;6,82;6,94;1742,46;1716,84;1716,84
Tesouro Renda+ Aposentadoria Extra;15/12/2079;28/11/2024;6,71;6,83;254,61;242,59;242,59
Tesouro Renda+ Aposentadoria Extra;15/12/2069;28/11/2024;6,71;6,83;485,6;467,87;467,87
Tesouro Renda+ Aposentadoria Extra;15/12/2059;28/11/2024;6,73;6,85;921,94;898,26;898,26
Tesouro Renda+ Aposentadoria Extra;15/12/2064;28/11/2024;6,72;6,84;668,83;648,02;648,02
Tesouro Renda+ Aposentadoria Extra;15/12/2084;28/11/2024;6,71;6,83;184,38;174,69;174,69
Tesouro Renda+ Aposentadoria Extra;15/12/2074;28/11/2024;6,71;6,83;351,63;336,91;336,91
Tesouro Renda+ Aposentadoria Extra;15/12/2054;28/11/2024;6,75;6,87;1270,13;1244,45;1244,45
Tesouro Educa+;15/12/2035;28/11/2024;6,97;7,09;2468,14;2444,1;2444,1
Tesouro Educa+;15/12/2031;28/11/2024;7,11;7,23;3208,82;3191,78;3191,78
Tesouro Educa+;15/12/2032;28/11/2024;7,08;7,2;3001,54;2982,28;2982,28
Tesouro Educa+;15/12/2042;28/11/2024;6,74;6,86;1596,39;1568,5;1568,5
Tesouro Educa+;15/12/2037;28/11/2024;6,89;7,01;2175,47;2149,46;2149,46
Tesouro Educa+;15/12/2033;28/11/2024;7,04;7,16;2810,94;2789,79;2789,79
Tesouro Educa+;15/12/2045;28/11/2024;6,74;6,86;1313,86;1286,59;1286,59
Tesouro Educa+;15/12/2039;28/11/2024;6,81;6,93;1923,93;1896,69;1896,69
Tesouro Educa+;15/12/2036;28/11/2024;6,93;7,05;2316,25;2291,12;2291,12
Tesouro Educa+;15/12/2040;28/11/2024;6,78;6,9;1808,64;1781,04;1781,04
Tesouro Educa+;15/12/2046;28/11/2024;6,75;6,87;1229,21;1202,35;1202,35
Tesouro Educa+;15/12/2044;28/11/2024;6,74;6,86;1401,9;1374,33;1374,33
Tesouro Educa+;15/12/2034;28/11/2024;7;7,12;2633,96;2611,22;2611,22
Tesouro Educa+;15/12/2030;28/11/2024;7,13;7,25;3432,89;3418,47;3418,47
Tesouro Educa+;15/12/2038;28/11/2024;6,85;6,97;2045,09;2018,39;2018,39
Tesouro Educa+;15/12/2043;28/11/2024;6,74;6,86;1495,94;1468,16;1468,16
Tesouro Educa+;15/12/2041;28/11/2024;6,76;6,88;1698,88;1671,08;1671,08
;;;;;;;
Tesouro Selic;01/03/2027;27/11/2024;0,04;0,05;15656,22;15646,09;15646,09
Tesouro Selic;01/03/2029;27/11/2024;0,11;0,12;15594,51;15581,27;15581,27
Tesouro Renda+ Aposentadoria Extra;15/12/2049;21/03/2025;7,48;7,6;1686,13;1661,6;1661,6
Tesouro Educa+;15/12/2043;21/03/2025;7,43;7,55;1409,42;1383,25;1383,25
Tesouro Educa+;15/12/2030;21/03/2025;7,89;8,01;3512,56;3497,46;3497,46
Tesouro Educa+;15/12/2042;21/03/2025;7,44;7,56;1511,65;1485,23;1485,23
Tesouro Educa+;15/12/2039;21/03/2025;7,51;7,63;1858,17;1831,81;1831,81
